"movie7653.name"	"total.boxoffice.earnings"	"dvd.earnings.in.us.639c"	"total.movie.budget"	"rating.GPGPG13RNC17"	"genreX8423"	"TIME"	"year.of.release"	"sequel"
"1234"	"Resident Evil"	103200000	NA	3.5e+07	"R"	"Horror"	"101"	2002	"0"
"1235"	"Gukjesijang"	103048677	NA	0	"Not Rated"	"Drama"	"126"	2014	"0"
"1236"	"T-Rex: Back to the Cretaceous"	103043249	NA	0	"Not Rated"	"Adventure"	NA	1998	"0"
"1237"	"Transcendence"	103039258	3596740	1e+08	"13"	"Thriller/Suspense"	"119"	2014	"0"
"1238"	"Project X"	103028188	15954007	1.2e+07	"R"	"Comedy"	"-94"	2011	"0"
"1239"	"Jimmy Neutron: Boy Genius"	102992536	NA	2.5e+07	"g"	"Adventure"	NA	2001	"0"
"1240"	"Blue Jasmine"	102912961	3284501	1.8e+07	"PG-13"	"Comedy"	"-66"	2013	"0"
"1241"	"My Bloody Valentine"	102836002	21641751	1.4e+07	"R"	"Horror"	"101"	2009	"0"
"1242"	"The Hitchhiker's Guide to the Galaxy"	102746214	NA	4.5e+07	"PG"	"Comedy"	NA	2005	"0"
"1243"	"The Cable Guy"	102739932	NA	4.7e+07	"PG-13"	"Comedy"	"91"	1996	"0"
"1244"	"Love and Other Drugs"	102719647	16027662	3e+07	"R"	"Drama"	"112"	2010	"0"
"1245"	"Driving Miss Daisy"	102647257	NA	7500000	"PG"	"Drama"	"99"	1989	"0"
"1246"	"The Water Horse: Legend of the Deep"	102537899	30606394	0	"PG"	"Drama"	NA	2007	"0"
"1247"	"Primal Fear"	102513000	NA	0	"R"	"Thriller/Suspense"	"129"	1996	"0"
"1248"	"Ghosts of Girlfriends Past"	102512802	24646304	0	"13"	"Romantic Comedy"	NA	2009	"0"
"1249"	"The Pineapple Express"	102404019	48741078	2.6e+07	"R"	"Comedy"	"112"	2008	"0"
"1250"	"Ladder 49"	102332848	NA	6e+07	"13"	"Action"	NA	2004	"0"
"1251"	"The Time Traveler's Wife"	102332135	23203865	3.9e+07	"PG13"	"Drama"	"107"	2009	"0"
"1252"	"Butch Cassidy and the Sundance Kid"	102308900	NA	6e+06	"PG"	"Western"	"112"	1969	"0"
"1253"	"Mary Poppins"	102300000	NA	6e+06	"g"	"Musical"	"139"	1964	"yes"
"1254"	"Zombieland"	102236596	39349059	23600000	"R"	"Comedy"	"87"	2009	"0"
"1255"	"John Q"	102226631	NA	3.6e+07	"PG-13"	"Drama"	"118"	2002	"0"
"1256"	"Kung Fu Hustle"	102034104	NA	2e+07	"R"	"Action"	NA	2005	"0"
"1257"	"The Devil Inside"	101758489	2674672	1e+06	"R"	"Horror"	"83"	2011	"0"
"1258"	"Just Married"	101564935	NA	1.9e+07	"13"	"Romantic Comedy"	NA	2003	"0"
"1259"	"Timecop"	101527925	NA	2.8e+07	"R"	"Action"	NA	1994	"0"
"1260"	"Miss Congeniality 2: Armed and Fabulous"	101382396	NA	6e+07	"13"	"Comedy"	"115"	2005	"1"
"1261"	"Mars Attacks!"	101354208	NA	8e+07	"PG13"	"Comedy"	"103"	1996	"0"
"1262"	"Superman II"	101347629	NA	5.4e+07	"PG"	"Adventure"	"127"	1981	"1"
"1263"	"Scream 2"	101334374	NA	2.4e+07	"R"	"Horror"	"120"	1997	"1"
"1264"	"Stir Crazy"	101300000	NA	0	"R"	"Comedy"	"111"	1980	"0"
"1265"	"Little Man"	101295702	33291545	6.4e+07	"PG-13"	"Comedy"	NA	2006	"0"
"1266"	"Crash"	101173038	NA	7303082	"R"	"Drama"	"112"	2005	"0"
"1267"	"Guess Who"	101162333	NA	3.5e+07	"PG13"	"Comedy"	NA	2005	"0"
"1268"	"Paul"	101162106	11355012	4e+07	"R"	"Comedy"	"105"	2010	"0"
"1269"	"Heaven is for Real"	100919111	27245012	1.2e+07	"PG"	"Drama"	"100"	2013	"0"
"1270"	"Fight Club"	100853753	NA	6.5e+07	"R"	"Drama"	"139"	1999	"0"
"1271"	"Courage Under Fire"	100748262	NA	4.6e+07	"R"	"Drama"	"111"	1996	"0"
"1272"	"Just Like Heaven"	100687083	37741022	5.8e+07	"PG13"	"Romantic Comedy"	"95"	3186	"0"
"1273"	"Little Miss Sunshine"	100642353	55516489	8e+06	"R"	"Comedy"	"102"	2006	"0"
"1274"	"A Knight’s Tale"	100622586	NA	4.1e+07	"PG13"	"Adventure"	"132"	2001	"0"
"1275"	"Up Close & Personal"	100584674	NA	6e+07	"PG13"	"Drama"	NA	1996	"0"
"1276"	"Vacation"	100577390	NA	3.1e+07	"R"	"Comedy"	"98"	2015	"1"
"1277"	"Airport"	100489150	NA	0	"g"	"Thriller/Suspense"	"137"	1970	"0"
"1278"	"No se Aceptan Devoluciones"	100486616	5182467	5e+06	"PG-13"	"Comedy"	"115"	2013	"0"
"1279"	"The Man From U.N.C.L.E."	100434443	NA	0	"13"	"Action"	"106"	2015	"0"
"1280"	"Nine to Five"	100409707	NA	0	"PG"	"Comedy"	"110"	1980	"0"
"1281"	"Any Given Sunday"	100230832	NA	6e+07	"R"	"Drama"	"164"	1999	"0"
"1282"	"Hou hui wu qi"	100110000	NA	0	NA	"Drama"	"0"	2014	"0"
"1283"	"Zhi wo men zhong jiang shi qu de qing chun"	100030000	NA	0	NA	"Drama"	"0"	2013	"0"
"1284"	"The Good Shepherd"	99908565	33898478	0	"R"	"Drama"	"160"	2006	"0"
"1285"	"Insidious"	99870886	10830655	1500000	"R"	"Horror"	"101"	2010	"0"
"1286"	"Mad Max"	99750000	NA	2e+05	NA	"Action"	"93"	1980	"0"
"1287"	"The Wild"	99384046	43205003	8e+07	"g"	"Adventure"	"82"	2006	"0"
"1288"	"Hellboy"	99303901	NA	6e+07	"PG-13"	"Action"	NA	2004	"0"
"1289"	"Nacho Libre"	99296462	47079066	3.2e+07	"PG"	"Comedy"	"90"	2006	"0"
"1290"	"Street Fighter"	99210975	NA	3.5e+07	"PG13"	"Action"	NA	1994	"0"
"1291"	"Hitman"	99135571	34053492	17500000	"R"	"Action"	NA	2007	"0"
"1292"	"Where the Wild Things Are"	99123656	29627080	1e+08	"PG"	"Adventure"	"100"	2009	"0"
"1293"	"Justin Bieber: Never Say Never"	99034125	26781483	1.3e+07	"General"	"Concert/Performance"	"105"	2010	"0"
"1294"	"The Time Machine"	98983590	NA	8e+07	"PG-13"	"Adventure"	NA	2002	"0"
"1295"	"Kramer vs. Kramer"	98982763	NA	0	"PG"	"Drama"	"105"	1979	"0"
"1296"	"Philomena"	98963392	6146724	1.2e+07	"PG-13"	"Drama"	"97"	2013	"0"
"1297"	"Paycheck"	98819789	NA	6e+07	"13"	"Thriller/Suspense"	"115"	2003	"no"
"1298"	"Heaven Can Wait"	98800000	NA	0	"PG"	"Comedy"	NA	1978	"0"
"1299"	"Les Visiteurs"	98754000	NA	7e+06	"R"	"Comedy"	NA	1996	"0"
"1300"	"Bowfinger"	98606290	NA	5.5e+07	"PG13"	"Comedy"	"97"	1999	"0"
"1301"	"Contraband"	98406855	16964561	2.5e+07	"R"	"Action"	"109"	2011	"0"
"1302"	"French Kiss"	98373158	NA	0	"13"	"Romantic Comedy"	NA	1995	"0"
"1303"	"Evolution"	98341932	NA	8e+07	"13"	"Comedy"	NA	2001	"0"
"1304"	"Rush"	98230839	4453252	3.8e+07	"R"	"Drama"	"123"	2013	"0"
"1305"	"Billy Jack"	9.8e+07	NA	0	"GP"	NA	NA	1971	"0"
"1306"	"Fred Claus"	97837638	33790568	0	"PG"	"Comedy"	"115"	2007	"0"
"1307"	"Phone Booth"	97837138	NA	1.1e+07	"R"	"Thriller/Suspense"	NA	2003	"0"
"1308"	"Evil Dead"	97778356	7776358	1.7e+07	"R"	"Horror"	"91"	2012	"0"
"1309"	"Are We There Yet?"	97741594	NA	2e+07	"PG"	"Romantic Comedy"	"506"	2005	"0"
"1310"	"The Thin Red Line"	97694306	NA	5.2e+07	"R"	"Drama"	"165"	1998	"0"
"1311"	"The Book of Life"	97651543	10021073	5e+07	"PG"	"Adventure"	"95"	2014	"0"
"1312"	"Nanny McPhee and the Big Bang"	97613438	10864759	3.5e+07	"PG"	"Adventure"	"109"	2010	"1"
"1313"	"The Man with the Golden Gun"	97600000	NA	7e+06	NA	"Action"	NA	1974	"1"
"1314"	"Kick-Ass"	97531134	23755925	2.8e+07	"R"	"Black Comedy"	"117"	2010	"0"
"1315"	"42"	97470701	21683520	4e+07	"13"	"Drama"	"88"	2012	"0"
"1316"	"Once Upon a Time in Mexico"	97413527	NA	2.9e+07	"R"	"Action"	NA	2003	"1"
"1317"	"Inspector Gadget"	97360069	NA	7.5e+07	"PG"	"Comedy"	NA	1999	"0"
"1318"	"The Rite"	97143987	6418055	3.7e+07	"PG-13"	"Horror"	"114"	2010	"0"
"1319"	"Green Zone"	97079343	17581801	1e+08	"R"	"Drama"	"114"	2010	"0"
"1320"	"Enemy at the Gates"	96971293	NA	8.5e+07	"R"	"Drama"	"131"	2001	"0"
"1321"	"The Hours"	96952304	NA	2.5e+07	"13"	"Drama"	NA	2002	"0"
"1322"	"Jarhead"	96947540	52373154	7.2e+07	"R"	"Drama"	"122"	2005	"0"
"1323"	"Star Trek VI: The Undiscovered Country"	96900000	NA	2.7e+07	"PG"	"Action"	NA	1991	"1"
"1324"	"My Sister's Keeper"	96673002	23550853	27500000	"PG13"	"Drama"	"109"	2009	"0"
"1325"	"Red Eye"	96666486	NA	2.6e+07	"PG-13"	"Thriller/Suspense"	NA	2005	"0"
"1326"	"Planes: Fire and Rescue"	96657732	15280741	5e+07	"PG"	"Adventure"	"83"	2014	"1"
"1327"	"The Lucky One"	96633833	26197633	2.5e+07	"PG13"	"Drama"	"81"	2011	"0"
"1328"	"Di Renjie zhi shendu longwang"	96487783	167490	0	"Not Rated"	"Adventure"	"134"	2013	"1"
"1329"	"Christmas with the Kranks"	96469187	NA	5e+07	"PG"	"Comedy"	NA	2004	"0"
"1330"	"13 Going On 30"	96439723	NA	3e+07	"PG-13"	"Comedy"	"98"	2004	"0"
"1331"	"8MM"	96238885	NA	4e+07	"R"	"Thriller/Suspense"	NA	1999	"0"
"1332"	"The Stepford Wives"	96221971	NA	1e+08	"PG-13"	"Comedy"	NA	2004	"0"
"1333"	"Think Like a Man"	96155124	17046065	1.2e+07	"13"	"Romantic Comedy"	"122"	2012	"0"
"1334"	"The Manchurian Candidate"	96148711	NA	8e+07	"R"	"Thriller/Suspense"	"130"	2004	"0"
"1335"	"The Tigger Movie"	96147688	NA	2e+07	"g"	"Adventure"	NA	2000	"0"
"1336"	"TMNT"	96096018	31001626	3.5e+07	"PG"	"Action"	"86"	2007	"0"
"1337"	"Dolphin Tale"	96068724	33618789	3.7e+07	"PG"	"Drama"	"112"	2011	"0"
"1338"	"The 6th Day"	96024898	NA	8.2e+07	"PG-13"	"Action"	NA	2000	"0"
"1339"	"Scream 4"	95989590	4749979	4e+07	"R"	"Horror"	NA	2010	"1"
"1340"	"Poltergeist"	95825125	1172674	3.5e+07	"PG-13"	"Horror"	"93"	2014	"0"
"1341"	"Underworld"	95708457	NA	2.2e+07	"R"	"Action"	"121"	2003	"0"
"1342"	"Shooter"	95703582	57607577	6e+07	"R"	"Thriller/Suspense"	"126"	2007	"0"
"1343"	"The Butterfly Effect"	95638592	NA	1.3e+07	"R"	"Thriller/Suspense"	NA	2004	"0"
"1344"	"P.K."	95616104	NA	0	"Not Rated"	"Comedy"	"153"	2014	"0"
"1345"	"Killers"	95572749	17840365	7.5e+07	"PG13"	"Action"	NA	2009	"0"
"1346"	"Star Trek II: The Wrath of Khan"	95520578	NA	1.2e+07	"PG"	"Adventure"	NA	67	"1"
"1347"	"Peter Pan"	95255485	NA	1e+08	"PG"	"Adventure"	"113"	2003	"0"
"1348"	"Harlem Nights"	95135854	NA	0	"R"	"Comedy"	NA	1989	"0"
"1349"	"Old Dogs"	95104304	25135658	3.5e+07	"PG"	"Comedy"	NA	2009	"0"
"1350"	"40 Days and 40 Nights"	95092667	NA	1.7e+07	"R"	"Romantic Comedy"	NA	2002	"0"
"1351"	"Be Cool"	94944017	NA	7.5e+07	"PG-13"	"Comedy"	NA	2005	"1"
"1352"	"HouseSitter"	94900635	NA	0	"PG"	"Comedy"	NA	1992	"0"
"1353"	"1941"	94875000	NA	3.2e+07	"PG"	"Comedy"	"116"	1979	"0"
"1354"	"The Lovely Bones"	94808454	11482174	9.5e+07	"PG13"	"Drama"	"135"	2009	"0"
"1355"	"Riddick"	94763758	13355107	3.8e+07	"R"	"Action"	"119"	2011	"1"
"1356"	"The Wedding Planner"	94728529	NA	2.8e+07	"PG13"	"Romantic Comedy"	NA	2001	"0"
"1357"	"Silent Hill"	94704227	22933540	5e+07	"R"	"Horror"	NA	2006	"0"
"1358"	"Saat po long 2"	94693927	NA	0	"Not Rated"	"Action"	"0"	2015	"1"
"1359"	"Predator"	94604507	NA	1.8e+07	"R"	"Action"	"107"	1987	"0"
"1360"	"Role Models"	94494141	40530892	2.8e+07	"R"	"Comedy"	"99"	2008	"0"
"1361"	"The Hundred-Foot Journey"	94270488	12508991	2.2e+07	"PG"	"Romantic Comedy"	"122"	2014	"0"
"1362"	"Nim's Island"	94081683	21198145	3.7e+07	"PG"	"Adventure"	"96"	2008	"0"
"1363"	"Safe Haven"	94050951	19621944	2.8e+07	"13"	"Drama"	"115"	2011	"0"
"1364"	"Cong cong na nian"	94036853	NA	0	"Not Rated"	"Drama"	"119"	2014	"0"
"1365"	"Forces of Nature"	93900680	NA	0	"PG-13"	"Romantic Comedy"	"102"	1999	"0"
"1366"	"The River Wild"	93851705	NA	4.5e+07	"13"	"Action"	NA	1994	"0"
"1367"	"Jin líng shí san chai"	93721434	1255101	1e+08	"R"	"Drama"	"141"	2011	"0"
"1368"	"The Internship"	93672764	6771751	5.8e+07	"PG13"	"Comedy"	"119"	2013	"0"
"1369"	"Downfall"	93631744	NA	13500000	"R"	"Drama"	NA	2005	"0"
"1370"	"Lady and the Tramp"	93600000	130363759	0	"G"	"Drama"	NA	1955	"0"
"1371"	"The Color Purple"	93589701	NA	1.5e+07	"PG-13"	"Drama"	"152"	1985	"0"
"1372"	"Speed Racer"	93394462	22469785	1.2e+08	"PG"	"Action"	"135"	2008	"0"
"1373"	"The Poseidon Adventure"	93300000	NA	0	"PG"	NA	NA	1972	"0"
"1374"	"Calendar Girls"	93074616	NA	0	"PG13"	"Comedy"	NA	2003	"0"
"1375"	"Michael Clayton"	92987651	20188359	21500000	"R"	"Drama"	"120"	2007	"0"
"1376"	"Deuce Bigalow: Male Gigolo"	92935067	NA	1.8e+07	"R"	"Comedy"	NA	1999	"0"
"1377"	"House of Flying Daggers"	92863945	NA	1.2e+07	"PG13"	"Action"	NA	2004	"0"
"1378"	"Syriana"	92690959	15419077	5e+07	"R"	"Thriller/Suspense"	"127"	2005	"0"
"1379"	"The Last Song"	92678948	38082589	2e+07	"PG"	"Drama"	NA	2009	"0"
"1380"	"Friday the 13th"	92670237	10344904	1.7e+07	"R"	"Horror"	"97"	2009	"1"
"1381"	"Gwoemul"	92618117	NA	1.2e+07	"R"	"Action"	"119"	2007	"0"
"1382"	"I Am Sam"	92542418	NA	2.2e+07	"PG-13"	"Drama"	NA	2001	"0"
"1383"	"Four Brothers"	92494381	NA	3e+07	"R"	"Drama"	"-83"	2005	"0"
"1384"	"The Family Stone"	92357499	24192868	1.8e+07	"13"	"Comedy"	NA	2005	"0"
"1385"	"The Skeleton Key"	92155498	NA	4e+07	"PG13"	"Horror"	NA	2005	"0"
"1386"	"Secret Window"	92111551	NA	4e+07	"PG13"	"Thriller/Suspense"	"95"	2004	"0"
"1387"	"Tammy"	92025432	11654277	2e+07	"R"	"Comedy"	"96"	2014	"0"
"1388"	"No Reservations"	91943956	27243419	2.8e+07	"PG"	"Romantic Comedy"	NA	2007	"0"
"1389"	"White Noise"	91865715	NA	1e+07	"13"	"Drama"	NA	2005	"0"
"1390"	"Treasure Planet"	91800000	NA	1e+08	"PG"	"Adventure"	"95"	2002	"0"
"1391"	"When Harry Met Sally…"	91744616	NA	1.6e+07	"R"	"Romantic Comedy"	NA	1989	"0"
"1392"	"I Love You, Man"	91729503	31213356	4e+07	"R"	"Comedy"	"105"	2009	"0"
"1393"	"Masquerade"	91593744	NA	0	NA	"Thriller/Suspense"	NA	1988	"0"
"1394"	"Drag Me To Hell"	91388487	15753238	3e+07	"13"	"Horror"	NA	2009	"0"
"1395"	"Get Him to the Greek"	91276824	25395881	4e+07	"R"	"Comedy"	"108"	2010	"0"
"1396"	"Season of the Witch"	91126600	7388018	4e+07	"PG-13"	"Thriller/Suspense"	"98"	2010	"0"
"1397"	"Romeo Must Die"	91036760	NA	2.5e+07	"R"	"Action"	NA	2000	"0"
"1398"	"The Purge"	91000512	7393666	3e+06	"R"	"Thriller/Suspense"	"85"	2013	"0"
"1399"	"Gwanghae, Wangyidoen namja"	90913144	NA	0	"Not Rated"	"Drama"	"131"	2012	"0"
"1400"	"Assassination"	90904682	NA	0	"Not Rated"	"Thriller/Suspense"	"140"	2015	"0"
"1401"	"The Karate Kid"	90815558	NA	8e+06	"PG"	"Action"	"126"	1984	"0"
"1402"	"White Men Can't Jump"	90753806	NA	0	"R"	"Comedy"	"116"	1992	"0"
"1403"	"Kangaroo Jack"	90723216	NA	6e+07	"PG"	"Comedy"	NA	2003	"0"
"1404"	"Autumn in New York"	90717684	NA	4e+07	"PG-13"	"Drama"	NA	2000	"0"
"1405"	"King Kong"	90614445	NA	2.3e+07	NA	"Action"	NA	1976	"0"
"1406"	"Galaxy Quest"	90523726	NA	4.5e+07	"PG"	"Comedy"	NA	1999	"0"
"1407"	"Madea Goes To Jail"	90508336	30333152	17500000	"PG13"	"Comedy"	"103"	2009	"0"
"1408"	"The Tale of Despereaux"	90482317	27448230	6e+07	"g"	"Adventure"	"93"	2008	"0"
"1409"	"Bring it On"	90453550	NA	1e+07	"PG13"	"Comedy"	NA	2000	"0"
"1410"	"Veteran"	90405163	NA	0	"Not Rated"	"Action"	"123"	2015	"0"
"1411"	"Final Destination 2"	90396664	NA	2.6e+07	"R"	"Horror"	NA	2003	"1"
"1412"	"Bedazzled"	90376224	NA	4.8e+07	"13"	"Comedy"	NA	2000	"0"
"1413"	"Red Riding Hood"	90300442	7626746	4.2e+07	"13"	"Thriller/Suspense"	"120"	2010	"0"
"1414"	"This is 40"	90221182	12115948	3.5e+07	"R"	"Comedy"	"134"	2011	"0"
"1415"	"Mysteries of Egypt"	9e+07	NA	0	"Not Rated"	"Documentary"	NA	1998	"0"
"1416"	"Rien a declarer"	89934733	NA	0	NA	"Comedy"	"0"	2010	"0"
"1417"	"Sucker Punch"	89758389	8971457	7.5e+07	"R"	"Action"	"110"	2011	"0"
"1418"	"Ender's Game"	89737191	13258320	1.1e+08	"13"	"Adventure"	"114"	2012	"0"
"1419"	"Burlesque"	89657398	33325824	5.5e+07	"13"	"Drama"	"116"	2010	"0"
"1420"	"Anchorman: The Legend of Ron Burgundy"	89476265	NA	2.5e+07	"PG13"	"Comedy"	"95"	2004	"0"
"1421"	"Stigmata"	89441732	NA	3.2e+07	"R"	"Horror"	"103"	1999	"0"
"1422"	"Racing Stripes"	89369889	NA	3e+07	"PG"	"Comedy"	NA	2005	"0"
"1423"	"Father of the Bride"	89325780	NA	0	"PG"	"Comedy"	"105"	1991	"0"
"1424"	"Fracture"	89204700	22352497	0	"R"	"Thriller/Suspense"	NA	2007	"0"
"1425"	"About Time"	89177486	9144985	1.2e+07	"R"	"Romantic Comedy"	"123"	2013	"0"
"1426"	"Underworld 3: Rise of the Lycans"	89102315	46753374	3.5e+07	"R"	"Action"	NA	2009	"1"
"1427"	"The Trial of Billy Jack"	8.9e+07	NA	0	"PG"	NA	NA	1974	"0"
"1428"	"The Transporter 2"	88978202	NA	3.2e+07	"13"	"Action"	NA	2005	"1"
"1429"	"Steel Magnolias"	88961388	NA	0	"PG"	"Comedy"	NA	1989	"0"
"1430"	"Rumor Has It"	88933562	21046244	0	"PG13"	"Comedy"	"96"	2005	"0"
"1431"	"State of Play"	88832210	17004983	6e+07	"PG-13"	"Thriller/Suspense"	"127"	2009	"0"
"1432"	"Trading Places"	88621914	NA	0	"R"	"Comedy"	NA	1983	"0"
"1433"	"La Môme"	88611837	NA	15500000	"13"	"Drama"	NA	2007	"0"
"1434"	"The Cider House Rules"	88547209	NA	0	"PG13"	"Drama"	NA	1999	"0"
"1435"	"Brave Hearts Umizaru"	88331372	NA	0	NA	"Action"	"116"	2012	"1"
"1436"	"Shanghai Knights"	88316835	NA	5e+07	"PG13"	"Adventure"	NA	2003	"1"
"1437"	"The Hand That Rocks the Cradle"	88036683	NA	0	"R"	"Thriller/Suspense"	"110"	1992	"0"
"1438"	"Match Point"	87989926	12292795	1.5e+07	"R"	"Thriller/Suspense"	NA	2005	"0"
"1439"	"Deliver Us from Evil"	87956618	2929309	3e+07	"R"	"Horror"	"118"	2014	"0"
"1440"	"Spawn"	87937226	NA	4e+07	"PG13"	"Action"	NA	1997	"0"
"1441"	"Deep Sea 3D"	87848873	2509251	0	"g"	"Documentary"	"40"	2006	"0"
"1442"	"Sinister"	87727807	10387240	3e+06	"R"	"Thriller/Suspense"	"110"	2012	"0"
"1443"	"Ali"	87683966	NA	1.09e+08	"R"	"Drama"	"158"	2001	"0"
"1444"	"Bicentennial Man"	87420776	NA	9e+07	"PG"	"Drama"	"131"	1999	"0"
"1445"	"Peter Pan"	87400000	91017803	4e+06	"PG"	"Adventure"	NA	1953	"0"
"1446"	"The Visit"	87282305	NA	5e+06	"13"	"Thriller/Suspense"	"94"	2015	"0"
"1447"	"R.V."	87252035	32203241	5.5e+07	"PG"	"Comedy"	"98"	2006	"0"
"1448"	"Southpaw"	87236099	NA	3e+07	"R"	"Drama"	"124"	2015	"0"
"1449"	"Volver"	87226613	NA	9400000	"R"	"Comedy"	NA	2006	"0"
"1450"	"Hall Pass"	87173475	8098321	6.8e+07	"R"	"Comedy"	"106"	2010	"0"
"1451"	"The Lincoln Lawyer"	87145086	14035974	4e+07	"R"	"Thriller/Suspense"	"119"	2010	"0"
"1452"	"The Shaggy Dog"	87123569	28724132	6e+07	"PG"	"Comedy"	"98"	2006	"0"
"1453"	"Sabrina"	87100000	NA	5.8e+07	"PG"	"Romantic Comedy"	"125"	1995	"0"
"1454"	"El Laberinto del Fauno"	87041569	49372941	1.6e+07	"R"	"Horror"	NA	2006	"0"
"1455"	"Wolf Warriors"	87024061	44866	0	"Not Rated"	"Action"	"90"	2014	"0"
"1456"	"The Guardian"	87011732	54197634	0	"13"	"Action"	"139"	2006	"0"
"1457"	"Dodookdeul"	86960532	NA	0	"Not Rated"	"Action"	"136"	2012	"0"
"1458"	"Epic Movie"	86858578	16909634	2e+07	"13"	"Comedy"	NA	2007	"0"
"1459"	"Dinner for Schmucks"	86796502	13939864	6.9e+07	"PG13"	"Comedy"	"114"	2010	"0"
"1460"	"Oceans"	86787530	4757517	8e+07	"G"	"Documentary"	NA	2010	"0"
"1461"	"Old School"	86765463	NA	2.4e+07	"R"	"Comedy"	"90"	2003	"0"
"1462"	"A Million Ways to Die in The West"	86760995	7659728	4e+07	"R"	"Comedy"	"115"	2014	"0"
"1463"	"Abduction"	86648359	7697288	3.5e+07	"PG-13"	"Thriller/Suspense"	"106"	2010	"0"
"1464"	"Back to School"	86611121	NA	0	"13"	"Comedy"	NA	1986	"0"
"1465"	"Rat Race"	86607223	NA	4.8e+07	"PG13"	"Comedy"	"112"	2001	"0"
"1466"	"The Kingdom"	86509602	35605856	72500000	"R"	"Action"	"111"	2007	"0"
"1467"	"The Amityville Horror"	86432520	NA	0	"R"	"Horror"	NA	1979	"0"
"1468"	"Paranormal Activity: The Marked Ones"	86362372	1357384	5e+06	"R"	"Horror"	"84"	2013	"1"
"1469"	"Jing cha gu shi er ling yi san"	86340000	NA	0	NA	NA	"108"	2013	"1"
"1470"	"The Constant Gardener"	86301599	NA	25500000	"R"	"Drama"	"129"	2005	"0"
"1471"	"Young Frankenstein"	86300000	16803532	2800000	"PG"	"Comedy"	NA	1974	"0"
"1472"	"Alexander and the Terrible, Horrible, No Good, Very Bad Day"	86254149	10338668	2.8e+07	"PG"	"Comedy"	"81"	2013	"0"
"1473"	"The Inbetweeners"	86051320	NA	5700000	"R"	"Comedy"	"96"	2011	"0"
"1474"	"The Cell"	85911226	NA	3.5e+07	"R"	"Thriller/Suspense"	"108"	2000	"0"
"1475"	"Max Payne"	85761789	26836477	3.5e+07	"PG13"	"Action"	NA	2008	"0"
"1476"	"The Naked Gun 2_: The Smell of Fear"	85748264	NA	2.3e+07	"PG13"	"Comedy"	NA	1991	"1"
"1477"	"Tears of the Sun"	85632458	NA	7.5e+07	"R"	"Action"	"109"	2003	"0"
"1478"	"The Whole Nine Yards"	85527867	NA	2.4e+07	"R"	"Comedy"	NA	2000	"0"
"1479"	"Rookies"	85405510	NA	0	NA	"Drama"	NA	2009	"0"
"1480"	"Jackass: Number Two"	85278712	64268356	1.1e+07	"R"	"Comedy"	NA	2006	"1"
"1481"	"Date Movie"	85146165	18901710	2e+07	"PG13"	"Comedy"	NA	2006	"0"
"1482"	"Final Fantasy: The Spirits Within"	85131830	NA	1.37e+08	"13"	"Adventure"	NA	2001	"0"
"1483"	"Long men fei jia"	85130718	NA	0	"R"	"Action"	"122"	2011	"0"
"1484"	"7beonbangui Seonmool"	85000227	NA	0	NA	"Comedy"	"127"	2013	"0"
"1485"	"Das Boot"	84915795	NA	1.2e+07	"R"	"Drama"	NA	1982	"0"
"1486"	"Meet the Spartans"	84646831	16955459	3e+07	"PG-13"	"Comedy"	NA	2008	"0"
"1487"	"J. Edgar"	84606030	9456045	3.5e+07	"R"	"Drama"	"137"	2011	"0"
"1488"	"Du cheng feng yun"	84570000	NA	0	NA	"Drama"	"0"	2014	"0"
"1489"	"The Grey"	84339696	13466605	2.5e+07	"R"	"Thriller/Suspense"	"117"	2011	"0"
"1490"	"Pinocchio"	84300000	NA	0	"G"	"Adventure"	NA	1940	"0"
"1491"	"The Second Best Exotic Marigold Hotel"	84278266	2881560	0	"PG"	"Comedy"	"122"	2015	"0"
"1492"	"Priest"	84154026	6560394	6e+07	"PG-13"	"Horror"	"87"	2010	"0"
"1493"	"Marmaduke"	84023611	17173899	5e+07	"PG"	"Comedy"	"88"	2010	"0"
"1494"	"The Parent Trap"	83972995	NA	0	"PG"	"Comedy"	"128"	1998	"0"
"1495"	"Les Bronzés 3: amis pour la vie"	83833602	NA	4.2e+07	NA	"Comedy"	NA	2006	"1"
"1496"	"The Illusionist"	83792062	38239483	16500000	"13"	"Drama"	NA	2006	"0"
"1497"	"The Goodbye Girl"	83700000	NA	0	"PG"	"Romantic Comedy"	NA	1977	"0"
"1498"	"Piranha 3D"	83660160	6057986	2.4e+07	"R"	"Horror"	"88"	2010	"0"
"1499"	"Snatch"	83593107	NA	1e+07	"R"	"Black Comedy"	"103"	2000	"0"
"1500"	"Point Break"	83531958	NA	0	"R"	"Action"	"120"	1991	"0"
"1501"	"Les Choristes"	83529758	NA	5500000	"PG-13"	"Drama"	NA	2004	"0"
"1502"	"Airplane!"	83453539	NA	3500000	"PG"	"Comedy"	NA	1980	"0"
"1503"	"Stripes"	83339362	NA	1e+07	"R"	"Comedy"	NA	1981	"0"
"1504"	"Fantasia"	83320000	NA	2280000	"General"	"Musical"	NA	1940	"0"
"1505"	"Blow"	83282296	NA	3e+07	"R"	"Drama"	"124"	2001	"0"
"1506"	"Assassins"	83272938	NA	5e+07	"R"	"Action"	NA	1995	"0"
"1507"	"In & Out"	83226569	NA	3.5e+07	"PG13"	"Comedy"	NA	1997	"0"
"1508"	"The War of the Roses"	83216475	NA	0	"R"	"Black Comedy"	"116"	1989	"0"
