"name"	"boxoffice.total"	"boxoffice.domestic"	"boxoffice.international"	"dvd.domestic"	"budget"	"rating"	"genre"	"creative.type"	"time"	"year"	"production.method"	"sequel"	"boxoffice.domestic.inflationadj"	"budget.millions"	"boxoffice.total.millions"	"revenue.d.budget"
"729"	"Cowboys and Aliens"	175910315	100240551	75669764	27425186	163000000	"PG-13"	"Action"	"Science Fiction"	118	2011	"Live Action"	0	105802441	163	175.910315	1.07920438650307
"730"	"The Descendants"	175507800	82624961	92882839	17964597	20000000	"R"	"Drama"	"Contemporary Fiction"	110	2010	"Live Action"	0	87037571	20	175.5078	8.77539
"731"	"The Bridges of Madison County"	175477088	71477088	104000000	NA	22000000	"PG-13"	"Drama"	"Historical Fiction"	135	1995	"Live Action"	0	137488834	22	175.477088	7.97623127272727
"732"	"Identity Thief"	175361578	134506920	40854658	22436968	35000000	"R"	"Comedy"	"Contemporary Fiction"	147	2013	"Live Action"	0	138477599	35	175.361578	5.0103308
"733"	"The Bucket List"	174810815	93466502	81344313	42101424	45000000	"PG-13"	"Comedy"	"Contemporary Fiction"	97	2007	"Live Action"	0	109002125	45	174.810815	3.88468477777778
"734"	"George Of The Jungle"	174424566	105224566	69200000	NA	55000000	"PG"	"Comedy"	"Kids Fiction"	92	1997	"Live Action"	0	191880091	55	174.424566	3.17135574545455
"735"	"Le Fabuleux destin d'Amélie Poulain"	174201661	33201661	141000000	NA	10350000	"R"	"Comedy"	"Contemporary Fiction"	NA	2001	"Live Action"	0	48453553	10.35	174.201661	16.8310783574879
"736"	"Evan Almighty"	174131329	100289690	73841639	38326088	175000000	"PG"	"Comedy"	"Fantasy"	96	2007	"Live Action"	1	122009406	175	174.131329	0.995036165714286
"737"	"Mirror Mirror"	173613482	64935167	108678315	24013779	85000000	"PG"	"Adventure"	"Fantasy"	95	2012	"Live Action"	0	68279815	85	173.613482	2.04251155294118
"738"	"Big Momma's House"	173559438	117559438	56000000	NA	33000000	"PG-13"	"Comedy"	"Contemporary Fiction"	98	2000	"Live Action"	0	182555191	33	173.559438	5.25937690909091
"739"	"Along Came Polly"	173044410	88073507	84970903	NA	42000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	90	2004	"Live Action"	0	118707768	42	173.04441	4.120105
"740"	"Scream"	173001286	103001286	70000000	NA	15000000	"R"	"Horror"	"Contemporary Fiction"	111	1996	"Live Action"	0	189316485	15	173.001286	11.5334190666667
"741"	"The Santa Clause 2"	172825854	139225854	33600000	NA	65000000	"G"	"Comedy"	"Kids Fiction"	105	2002	"Live Action"	1	200373556	65	172.825854	2.65885929230769
"742"	"AVP: Alien Vs. Predator"	172543519	80281096	92262423	NA	70000000	"PG-13"	"Horror"	"Science Fiction"	NA	2004	"Live Action"	0	108204958	70	172.543519	2.46490741428571
"743"	"Couples Retreat"	172450423	109205660	63244763	38738215	60000000	"PG-13"	"Comedy"	"Contemporary Fiction"	113	2009	"Live Action"	0	121835235	60	172.450423	2.87417371666667
"744"	"Anchorman 2: The Legend Continues"	172185754	127352707	44833047	7150529	50000000	"PG-13"	"Comedy"	"Historical Fiction"	118	2011	"Live Action"	1	131018238	50	172.185754	3.44371508
"745"	"Sleeping with the Enemy"	171975910	98605973	73369937	NA	0	"R"	"Thriller/Suspense"	"Contemporary Fiction"	97	1991	"Live Action"	0	196040851	0	171.97591	Inf
"746"	"Jackass 3D"	171685793	117229692	54456101	18683723	20000000	"R"	"Comedy"	"Factual"	93	2010	"Live Action"	1	124360891	20	171.685793	8.58428965
"747"	"Blood Diamond"	171377916	57377916	114000000	62724199	100000000	"R"	"Action"	"Historical Fiction"	143	2006	"Live Action"	0	71994019	100	171.377916	1.71377916
"748"	"Cloverfield"	171302226	80048433	91253793	29308780	25000000	"PG-13"	"Action"	"Science Fiction"	85	2008	"Live Action"	0	93315515	25	171.302226	6.85208904
"749"	"Mr. Deeds"	171179403	126203320	44976083	NA	50000000	"PG-13"	"Comedy"	"Contemporary Fiction"	96	2002	"Live Action"	0	181810981	50	171.179403	3.42358806
"750"	"The Other Guys"	170936470	119219978	51716492	38195111	100000000	"PG-13"	"Comedy"	"Contemporary Fiction"	97	2010	"Live Action"	0	126472901	100	170.93647	1.7093647
"751"	"Zookeeper"	170805525	80360866	90444659	16101768	80000000	"PG"	"Romantic Comedy"	"Fantasy"	101	2010	"Animation/Live Action"	0	84819722	80	170.805525	2.1350690625
"752"	"Meet the Robinsons"	170552719	97822171	72730548	80019952	0	"G"	"Adventure"	"Science Fiction"	96	2007	"Digital Animation"	0	119006150	0	170.552719	Inf
"753"	"Magic Mike"	170549753	113721571	56828182	36571898	7000000	"R"	"Comedy"	"Contemporary Fiction"	109	2012	"Live Action"	0	119579085	7	170.549753	24.3642504285714
"754"	"Looper"	170466405	66486205	103980200	20658558	30000000	"R"	"Action"	"Science Fiction"	119	2011	"Live Action"	0	69910743	30	170.466405	5.6822135
"755"	"Starsky & Hutch"	170200225	88200225	82000000	NA	60000000	"PG-13"	"Comedy"	"Historical Fiction"	101	2004	"Live Action"	0	118878566	60	170.200225	2.83667041666667
"756"	"Shi Er Sheng Xiao"	169994606	0	169994606	NA	0	"PG-13"	"Action"	NA	122	2012	"Live Action"	1	0	0	169.994606	Inf
"757"	"Superbad"	169955142	121463226	48491916	136863197	17500000	"R"	"Comedy"	"Contemporary Fiction"	112	2007	"Live Action"	0	147768491	17.5	169.955142	9.7117224
"758"	"Batman Begins (IMAX)"	169698948	15900000	153798948	NA	150000000	"PG-13"	"Action"	"Super Hero"	NA	2005	"Live Action"	1	20761777	150	169.698948	1.13132632
"759"	"The Impossible"	169590606	19019882	150570724	7046249	40000000	"PG-13"	"Drama"	"Dramatization"	114	2011	"Live Action"	0	19656376	40	169.590606	4.23976515
"760"	"Unstoppable"	169511609	81562942	87948667	31320379	95000000	"PG-13"	"Action"	"Dramatization"	98	2010	"Live Action"	0	86513735	95	169.511609	1.78433272631579
"761"	"The Saint"	169392132	61355436	108036696	NA	90000000	"PG-13"	"Action"	"Contemporary Fiction"	NA	1997	"Live Action"	0	111883439	90	169.392132	1.8821348
"762"	"The Emperor's New Groove"	169296573	89296573	80000000	NA	100000000	"G"	"Adventure"	"Kids Fiction"	78	2000	"Hand Animation"	0	135804740	100	169.296573	1.69296573
"763"	"Hannah Montana the Movie"	169156664	79559647	89597017	61024433	30000000	"G"	"Drama"	"Contemporary Fiction"	102	2009	"Live Action"	0	88807031	30	169.156664	5.63855546666667
"764"	"Twelve Monkeys"	168797229	57097229	111700000	NA	29000000	"R"	"Drama"	"Science Fiction"	130	1995	"Live Action"	0	108130925	29	168.797229	5.82059410344828
"765"	"Four Christmases"	168311558	120146040	48165518	28123876	80000000	"PG-13"	"Comedy"	"Contemporary Fiction"	88	2008	"Live Action"	0	139961525	80	168.311558	2.103894475
"766"	"Burn After Reading"	168167798	60355347	107812451	22795737	37000000	"R"	"Black Comedy"	"Contemporary Fiction"	97	2008	"Live Action"	0	70358530	37	168.167798	4.54507562162162
"767"	"Spy Kids 3-D: Game Over"	167851995	111760631	56091364	NA	40000000	"PG"	"Adventure"	"Kids Fiction"	82	2003	"Live Action"	1	155127128	40	167.851995	4.196299875
"768"	"Xi you ji: Da nao tian gong"	167840000	0	167840000	NA	0	NA	NA	NA	0	2013	"Live Action"	NA	0	0	167.84	Inf
"769"	"Dodgeball: A True Underdog Story"	167791704	114326736	53464968	NA	30000000	"PG-13"	"Comedy"	"Contemporary Fiction"	92	2004	"Live Action"	0	154088963	30	167.791704	5.5930568
"770"	"Everest"	167389372	40789372	126600000	NA	0	"PG-13"	"Thriller/Suspense"	"Dramatization"	121	2015	"Live Action"	0	40789372	0	167.389372	Inf
"771"	"Alexander"	167297191	34297191	133000000	NA	155000000	"R"	"Adventure"	"Dramatization"	175	2004	"Live Action"	0	46209699	155	167.297191	1.07933671612903
"772"	"Fantastic Four"	167114221	56114221	111000000	NA	120000000	"PG-13"	"Action"	"Super Hero"	100	2015	"Live Action"	0	56114221	120	167.114221	1.39261850833333
"773"	"Up in the Air"	166842739	83823381	83019358	20379751	30000000	"R"	"Drama"	"Contemporary Fiction"	109	2009	"Live Action"	0	91370795	30	166.842739	5.56142463333333
"774"	"Seven Pounds"	166617328	69951824	96665504	28858195	54000000	"PG-13"	"Drama"	"Contemporary Fiction"	123	2008	"Live Action"	0	81057850	54	166.617328	3.08550607407407
"775"	"Nutty Professor II: The Klumps"	166307945	123307945	43000000	NA	84000000	"PG-13"	"Comedy"	"Contemporary Fiction"	106	2000	"Live Action"	1	191481913	84	166.307945	1.97985648809524
"776"	"The Scorpion King"	165890634	90580000	75310634	NA	60000000	"PG-13"	"Action"	"Fantasy"	94	2002	"Live Action"	0	130491322	60	165.890634	2.7648439
"777"	"Step Up 3D"	165889117	42400223	123488894	12490444	30000000	"PG-13"	"Drama"	"Contemporary Fiction"	97	2010	"Live Action"	1	44979702	30	165.889117	5.52963723333333
"778"	"Stuart Little 2"	165779308	64736114	101043194	NA	120000000	"PG"	"Comedy"	"Kids Fiction"	NA	2002	"Live Action"	1	93260114	120	165.779308	1.38149423333333
"779"	"Contact"	165748848	100769177	64979671	NA	90000000	"PG"	"Drama"	"Science Fiction"	149	1997	"Live Action"	0	183755558	90	165.748848	1.84165386666667
"780"	"Sleepers"	165600852	53300852	112300000	NA	44000000	"R"	"Drama"	"Dramatization"	147	1996	"Live Action"	0	100872218	44	165.600852	3.76365572727273
"781"	"Step Up Revolution"	165552290	35074677	130477613	NA	33000000	"PG-13"	"Drama"	"Contemporary Fiction"	97	2011	"Live Action"	1	36881283	33	165.55229	5.01673606060606
"782"	"The Princess Diaries"	165334774	108244774	57090000	NA	30000000	"G"	"Comedy"	"Contemporary Fiction"	115	2001	"Live Action"	0	160069897	30	165.334774	5.51115913333333
"783"	"Cold Mountain"	165173909	95632614	69541295	NA	80000000	"R"	"Drama"	"Historical Fiction"	147	2003	"Live Action"	0	130655842	80	165.173909	2.0646738625
"784"	"In Time"	165103952	37553932	127550020	9101054	35000000	"PG-13"	"Thriller/Suspense"	"Science Fiction"	109	2011	"Live Action"	0	39635599	35	165.103952	4.71725577142857
"785"	"Deep Blue Sea"	165048228	73648228	91400000	NA	60000000	"R"	"Action"	"Contemporary Fiction"	105	1999	"Live Action"	0	121345464	60	165.048228	2.7508038
"786"	"Six Days, Seven Nights"	164752855	74292149	90460706	NA	80000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	NA	1998	"Live Action"	0	132585345	80	164.752855	2.0594106875
"787"	"Bringing Down the House"	164675402	132675402	32000000	NA	20000000	"PG-13"	"Comedy"	"Contemporary Fiction"	105	2003	"Live Action"	0	184161377	20	164.675402	8.2337701
"788"	"Johnny English Reborn"	164539660	8305970	156233690	2750035	45000000	"PG"	"Comedy"	"Contemporary Fiction"	101	2011	"Live Action"	1	8766830	45	164.53966	3.65643688888889
"789"	"The Grand Budapest Hotel"	164350409	59076019	105274390	4465090	31000000	"R"	"Comedy"	"Historical Fiction"	100	2013	"Live Action"	0	60522181	31	164.350409	5.30162609677419
"790"	"Daddy Day Care"	164285587	104148781	60136806	NA	60000000	"PG"	"Comedy"	"Contemporary Fiction"	92	2003	"Live Action"	0	144564723	60	164.285587	2.73809311666667
"791"	"No Country for Old Men"	164051250	74273505	89777745	49733886	25000000	"R"	"Action"	"Historical Fiction"	122	2007	"Live Action"	0	88671035	25	164.05125	6.56205
"792"	"3 Men and a Baby"	164016972	164016972	0	NA	15000000	"PG"	"Comedy"	"Contemporary Fiction"	102	1987	"Live Action"	0	342762339	15	164.016972	10.9344648
"793"	"Saw III"	163876815	80238724	83638091	50900537	10000000	"R"	"Horror"	"Contemporary Fiction"	NA	2006	"Live Action"	1	102534065	10	163.876815	16.3876815
"794"	"Maid in Manhattan"	163838217	93932896	69905321	NA	55000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	106	2002	"Live Action"	0	133829144	55	163.838217	2.97887667272727
"795"	"Miami Vice"	163790188	63450470	100339718	37743141	135000000	"R"	"Action"	"Contemporary Fiction"	132	2006	"Live Action"	0	81080985	135	163.790188	1.21326065185185
"796"	"Pokemon: The First Movie"	163644662	85744662	77900000	NA	30000000	"G"	"Adventure"	"Kids Fiction"	NA	1999	"Hand Animation"	0	141119447	30	163.644662	5.45482206666667
"797"	"World Trade Center"	163295654	70278893	93016761	36986330	65000000	"PG-13"	"Drama"	"Dramatization"	129	2006	"Live Action"	0	89806769	65	163.295654	2.51224083076923
"798"	"Unbroken"	163278355	115637895	47640460	9064823	65000000	"PG-13"	"Drama"	"Dramatization"	137	2014	"Live Action"	0	117783577	65	163.278355	2.51197469230769
"799"	"Johnny English"	163126676	28013509	135113167	NA	45000000	"PG"	"Comedy"	"Contemporary Fiction"	NA	2003	"Live Action"	0	38884425	45	163.126676	3.62503724444444
"800"	"The Island"	163018913	35818913	127200000	NA	120000000	"PG-13"	"Action"	"Science Fiction"	136	2005	"Live Action"	0	46745370	120	163.018913	1.35849094166667
"801"	"Midnight in Paris"	162942835	56816662	106126173	18586253	30000000	"PG-13"	"Romantic Comedy"	"Fantasy"	94	2010	"Live Action"	0	59967401	30	162.942835	5.43142783333333
"802"	"Talladega Nights: The Ballad of Ricky Bobby"	162870525	148213377	14657148	152720062	73000000	"PG-13"	"Comedy"	"Contemporary Fiction"	104	2006	"Live Action"	0	189396327	73	162.870525	2.23110308219178
"803"	"The Spiderwick Chronicles"	162839667	71195053	91644614	31028788	92500000	"PG"	"Adventure"	"Fantasy"	96	2008	"Live Action"	0	82994794	92.5	162.839667	1.76042883243243
"804"	"The Happening"	162778384	64506874	98271510	27973148	60000000	"R"	"Thriller/Suspense"	"Science Fiction"	90	2008	"Live Action"	0	75198122	60	162.778384	2.71297306666667
"805"	"The Interpreter"	162561036	72515360	90045676	NA	90000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	128	2005	"Live Action"	0	94688546	90	162.561036	1.80623373333333
"806"	"The Ring Two"	161941727	75941727	86000000	NA	50000000	"PG-13"	"Horror"	"Contemporary Fiction"	109	2005	"Live Action"	1	99092798	50	161.941727	3.23883454
"807"	"Insidious Chapter 2"	161921515	83586447	78335068	6479028	5000000	"PG-13"	"Horror"	"Fantasy"	105	2013	"Live Action"	1	86053937	5	161.921515	32.384303
"808"	"Scream 3"	161838076	89138076	72700000	NA	40000000	"R"	"Horror"	"Contemporary Fiction"	NA	2000	"Live Action"	1	138420348	40	161.838076	4.0459519
"809"	"Live and Let Die"	161800000	35400000	126400000	NA	7000000	NA	"Action"	NA	NA	1973	"Live Action"	1	167400000	7	161.8	23.1142857142857
"810"	"Payback"	161626121	81526121	80100000	NA	50000000	"R"	"Action"	"Contemporary Fiction"	NA	1999	"Live Action"	0	134311214	50	161.626121	3.23252242
"811"	"Memoirs of a Geisha"	161510853	57010853	104500000	32863057	85000000	"PG-13"	"Drama"	"Historical Fiction"	137	2005	"Live Action"	0	73707007	85	161.510853	1.90012768235294
"812"	"The Muppets"	160971922	88625922	72346000	34165765	45000000	"PG"	"Comedy"	"Kids Fiction"	98	2011	"Live Action"	1	93519115	45	160.971922	3.57715382222222
"813"	"Jackass Presents: Bad Grandpa"	160903019	102003019	58900000	12872451	15000000	"R"	"Comedy"	"Factual"	92	2013	"Live Action"	0	105012263	15	160.903019	10.7268679333333
"814"	"Freaky Friday"	160822438	110222438	50600000	NA	26000000	"PG"	"Comedy"	"Contemporary Fiction"	97	2003	"Live Action"	0	152993631	26	160.822438	6.18547838461538
"815"	"Alien: Resurrection"	160653592	47748610	112904982	NA	60000000	"R"	"Action"	"Science Fiction"	NA	1997	"Live Action"	1	87006619	60	160.653592	2.67755986666667
"816"	"America's Sweethearts"	160648493	93607673	67040820	NA	46000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	106	2001	"Live Action"	0	138426893	46	160.648493	3.49235854347826
"817"	"Legends of the Fall"	160484854	66484854	94000000	NA	30000000	"R"	"Drama"	"Historical Fiction"	133	1994	"Live Action"	0	127985151	30	160.484854	5.34949513333333
"818"	"Underworld: Awakening"	160379930	62321039	98058891	18053648	70000000	"R"	"Action"	"Fantasy"	89	2011	"Live Action"	1	65531040	70	160.37993	2.29114185714286
"819"	"27 Dresses"	160245463	76806312	83439151	51489681	30000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	111	2008	"Live Action"	0	89538778	30	160.245463	5.34151543333333
"820"	"Hellboy II: The Golden Army"	160193345	75791785	84401560	47607332	82500000	"PG-13"	"Action"	"Super Hero"	120	2008	"Live Action"	1	88580363	82.5	160.193345	1.94173751515152
"821"	"Never Say Never Again"	159932841	55432841	104500000	NA	36000000	NA	"Action"	"Contemporary Fiction"	NA	1983	"Live Action"	1	146952299	36	159.932841	4.44257891666667
"822"	"Black Hawk Down"	159691085	108638745	51052340	9920691	95000000	"R"	"Action"	"Dramatization"	144	2001	"Live Action"	0	156517577	95	159.691085	1.68095878947368
"823"	"Stepmom"	159638444	91030827	68607617	NA	50000000	"PG-13"	"Drama"	"Contemporary Fiction"	120	1998	"Live Action"	0	156838818	50	159.638444	3.19276888
"824"	"The Sting"	159616327	159616327	0	NA	5500000	"PG"	"Comedy"	"Historical Fiction"	129	1973	"Live Action"	0	754795853	5.5	159.616327	29.0211503636364
"825"	"Flight"	159584158	93772375	65811783	21813388	31000000	"R"	"Drama"	"Contemporary Fiction"	138	2012	"Live Action"	0	98574118	31	159.584158	5.14787606451613
"826"	"Crimson Tide"	159381194	91381194	68000000	NA	55000000	"R"	"Action"	"Contemporary Fiction"	116	1995	"Live Action"	0	175830021	55	159.381194	2.89783989090909
"827"	"The Jackal"	159310560	54910560	104400000	NA	60000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	124	1997	"Live Action"	0	100060914	60	159.31056	2.655176
"828"	"The Pink Panther"	158926474	82226474	76700000	23233504	80000000	"PG"	"Comedy"	"Historical Fiction"	NA	2006	"Live Action"	1	105074134	80	158.926474	1.986580925
"829"	"Daylight"	158885565	32885565	126000000	NA	80000000	"PG-13"	"Action"	"Contemporary Fiction"	NA	1996	"Live Action"	0	61719828	80	158.885565	1.9860695625
"830"	"Sin City"	158753820	74103820	84650000	NA	40000000	"R"	"Action"	"Fantasy"	124	2005	"Live Action"	0	96756237	40	158.75382	3.9688455
"831"	"The Book of Eli"	158750817	94835059	63915758	42702508	80000000	"R"	"Action"	"Science Fiction"	118	2010	"Live Action"	0	100604487	80	158.750817	1.9843852125
"832"	"Norbit"	158660247	95360247	63300000	45291052	0	"PG-13"	"Comedy"	"Contemporary Fiction"	103	2007	"Live Action"	0	116012393	0	158.660247	Inf
"833"	"The Phantom of the Opera"	158225796	51225796	107000000	NA	55000000	"PG-13"	"Musical"	"Historical Fiction"	143	2004	"Live Action"	0	67569587	55	158.225796	2.87683265454545
"834"	"Demolition Man"	158168248	57168248	101000000	NA	0	"R"	"Action"	"Science Fiction"	NA	1993	"Live Action"	0	115791894	0	158.168248	Inf
"835"	"Dick Tracy"	158098477	99098477	59000000	NA	47000000	"PG"	"Action"	"Super Hero"	103	1990	"Live Action"	0	196553137	47	158.098477	3.36379738297872
"836"	"Happy Feet Two"	157956466	64006466	93950000	22388507	135000000	"PG"	"Adventure"	"Kids Fiction"	99	2011	"Digital Animation"	1	67545172	135	157.956466	1.1700478962963
"837"	"Final Destination 5"	157887643	42587643	115300000	6427733	40000000	"R"	"Horror"	"Fantasy"	95	2011	"Live Action"	1	44950633	40	157.887643	3.947191075
"838"	"21"	157852532	81159365	76693167	28073326	35000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	122	2008	"Live Action"	0	94610571	35	157.852532	4.51007234285714
"839"	"The Fast and the Furious: Tokyo Drift"	157693110	62514415	95178695	41275614	85000000	"PG-13"	"Action"	"Contemporary Fiction"	NA	2006	"Live Action"	1	79884828	85	157.69311	1.85521305882353
"840"	"Unforgiven"	157162710	99162710	58000000	NA	14400000	"R"	"Western"	"Historical Fiction"	130	1992	"Live Action"	0	200138870	14.4	157.16271	10.9140770833333
"841"	"Lara Croft: Tomb Raider: The Cradle of Life"	157092943	65653758	91439185	NA	90000000	"PG-13"	"Adventure"	"Contemporary Fiction"	117	2003	"Live Action"	1	91131338	90	157.092943	1.74547714444444
"842"	"This Means War"	156974557	54760791	102213766	12527411	65000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	120	2011	"Live Action"	0	57581382	65	156.974557	2.41499318461538
"843"	"Mystic River"	156822020	90135191	66686829	NA	30000000	"R"	"Drama"	"Contemporary Fiction"	137	2003	"Live Action"	0	123671261	30	156.82202	5.22740066666667
"844"	"War Horse"	156815529	79883359	76932170	30203285	70000000	"PG-13"	"Drama"	"Contemporary Fiction"	146	2011	"Live Action"	0	84158860	70	156.815529	2.24022184285714
"845"	"Into the Storm"	156602194	47602194	109000000	6360035	50000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	89	2014	"Live Action"	0	48767479	50	156.602194	3.13204388
"846"	"Rocky Balboa"	156229050	70269899	85959151	34717160	24000000	"PG"	"Drama"	"Contemporary Fiction"	NA	2006	"Live Action"	1	88623201	24	156.22905	6.50954375
